decorated,undecorated
?_Putc@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@PBDI@Z,"private: class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > __cdecl std::num_put<unsigned short,class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > >::_Putc(class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> >,char const *,unsigned int)const "
?_Putc@?$num_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@PBDI@Z,"private: class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > __cdecl std::num_put<wchar_t,class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > >::_Putc(class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> >,char const *,unsigned int)const "
?_Putgrouped@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@PBDID@Z,"private: class std::ostreambuf_iterator<char,struct std::char_traits<char> > __cdecl std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Putgrouped(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,char const *,unsigned int,char)const "
?_Putgrouped@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@PBDIG@Z,"private: class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > __cdecl std::num_put<unsigned short,class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > >::_Putgrouped(class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> >,char const *,unsigned int,unsigned short)const "
?_Putgrouped@?$num_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@PBDI_W@Z,"private: class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > __cdecl std::num_put<wchar_t,class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > >::_Putgrouped(class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> >,char const *,unsigned int,wchar_t)const "
?_Putmfld@?$money_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABE?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@_NAAVios_base@2@D1V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@@Z,"private: class std::ostreambuf_iterator<char,struct std::char_traits<char> > __thiscall std::money_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Putmfld(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,bool,class std::ios_base &,char,bool,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)const "
?_Putmfld@?$money_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABE?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@_NAAVios_base@2@G1V?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@2@@Z,"private: class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > __thiscall std::money_put<unsigned short,class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > >::_Putmfld(class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> >,bool,class std::ios_base &,unsigned short,bool,class std::basic_string<unsigned short,struct std::char_traits<unsigned short>,class std::allocator<unsigned short> >)const "
?_Putmfld@?$money_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@ABE?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@_NAAVios_base@2@_W1V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@2@@Z,"private: class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > __thiscall std::money_put<wchar_t,class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > >::_Putmfld(class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> >,bool,class std::ios_base &,wchar_t,bool,class std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> >)const "
?_Raise_handler@std@@3P6AXABVexception@stdext@@@ZA,void (__cdecl* std::_Raise_handler)(class stdext::exception const &)
?_Random_device@tr1@std@@YAIXZ,unsigned int __cdecl std::tr1::_Random_device(void)
?_Read_s@?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV12@PADIH@Z,"public: class std::basic_istream<char,struct std::char_traits<char> > & __thiscall std::basic_istream<char,struct std::char_traits<char> >::_Read_s(char *,unsigned int,int)"
?_Read_s@?$basic_istream@GU?$char_traits@G@std@@@std@@QAEAAV12@PAGIH@Z,"public: class std::basic_istream<unsigned short,struct std::char_traits<unsigned short> > & __thiscall std::basic_istream<unsigned short,struct std::char_traits<unsigned short> >::_Read_s(unsigned short *,unsigned int,int)"
?_Read_s@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QAEAAV12@PA_WIH@Z,"public: class std::basic_istream<wchar_t,struct std::char_traits<wchar_t> > & __thiscall std::basic_istream<wchar_t,struct std::char_traits<wchar_t> >::_Read_s(wchar_t *,unsigned int,int)"
?_Readsome_s@?$basic_istream@DU?$char_traits@D@std@@@std@@QAEHPADIH@Z,"public: int __thiscall std::basic_istream<char,struct std::char_traits<char> >::_Readsome_s(char *,unsigned int,int)"
?_Readsome_s@?$basic_istream@GU?$char_traits@G@std@@@std@@QAEHPAGIH@Z,"public: int __thiscall std::basic_istream<unsigned short,struct std::char_traits<unsigned short> >::_Readsome_s(unsigned short *,unsigned int,int)"
?_Readsome_s@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QAEHPA_WIH@Z,"public: int __thiscall std::basic_istream<wchar_t,struct std::char_traits<wchar_t> >::_Readsome_s(wchar_t *,unsigned int,int)"
?_Rep@?$money_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@CA?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@DI@Z,"private: static class std::ostreambuf_iterator<char,struct std::char_traits<char> > __cdecl std::money_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Rep(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,char,unsigned int)"
?_Rep@?$money_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@CA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@GI@Z,"private: static class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > __cdecl std::money_put<unsigned short,class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > >::_Rep(class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> >,unsigned short,unsigned int)"
?_Rep@?$money_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@CA?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@_WI@Z,"private: static class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > __cdecl std::money_put<wchar_t,class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > >::_Rep(class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> >,wchar_t,unsigned int)"
?_Rep@?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@V32@DI@Z,"private: class std::ostreambuf_iterator<char,struct std::char_traits<char> > __cdecl std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Rep(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,char,unsigned int)const "
?_Rep@?$num_put@GV?$ostreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@GU?$char_traits@G@std@@@2@V32@GI@Z,"private: class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > __cdecl std::num_put<unsigned short,class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > >::_Rep(class std::ostreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> >,unsigned short,unsigned int)const "
?_Rep@?$num_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@ABA?AV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@2@V32@_WI@Z,"private: class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > __cdecl std::num_put<wchar_t,class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > >::_Rep(class std::ostreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> >,wchar_t,unsigned int)const "
?_Rng_abort@tr1@std@@YAXPBD@Z,void __cdecl std::tr1::_Rng_abort(char const *)
?_Root2@?CA@???$_Fabs@N@std@@YANABV?$complex@N@1@PAH@Z@4NB,"double const `double __cdecl std::_Fabs<double>(class std::complex<double> const &,int *)'::`32'::_Root2"
?_Setgloballocale@locale@std@@CAXPAX@Z,private: static void __cdecl std::locale::_Setgloballocale(void *)
?_Sgetn_s@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHPADIH@Z,"public: int __thiscall std::basic_streambuf<char,struct std::char_traits<char> >::_Sgetn_s(char *,unsigned int,int)"
?_Sgetn_s@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEHPAGIH@Z,"public: int __thiscall std::basic_streambuf<unsigned short,struct std::char_traits<unsigned short> >::_Sgetn_s(unsigned short *,unsigned int,int)"
?_Sgetn_s@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QAEHPA_WIH@Z,"public: int __thiscall std::basic_streambuf<wchar_t,struct std::char_traits<wchar_t> >::_Sgetn_s(wchar_t *,unsigned int,int)"
?_Sinh@?$_Ctraits@M@std@@SAMMM@Z,"public: static float __cdecl std::_Ctraits<float>::_Sinh(float,float)"
?_Sinh@?$_Ctraits@N@std@@SANNN@Z,"public: static double __cdecl std::_Ctraits<double>::_Sinh(double,double)"
?_Sinh@?$_Ctraits@O@std@@SAOOO@Z,"public: static long double __cdecl std::_Ctraits<long double>::_Sinh(long double,long double)"
?_Stinit@?1??_Init@?$basic_filebuf@DU?$char_traits@D@std@@@std@@IAEXPAU_iobuf@@W4_Initfl@23@@Z@4HA,"int `protected: void __thiscall std::basic_filebuf<char,struct std::char_traits<char> >::_Init(struct _iobuf *,enum std::basic_filebuf<char,struct std::char_traits<char> >::_Initfl)'::`2'::_Stinit"
?_Stinit@?1??_Init@?$basic_filebuf@GU?$char_traits@G@std@@@std@@IAEXPAU_iobuf@@W4_Initfl@23@@Z@4HA,"int `protected: void __thiscall std::basic_filebuf<unsigned short,struct std::char_traits<unsigned short> >::_Init(struct _iobuf *,enum std::basic_filebuf<unsigned short,struct std::char_traits<unsigned short> >::_Initfl)'::`2'::_Stinit"
?_Stinit@?1??_Init@?$basic_filebuf@_WU?$char_traits@_W@std@@@std@@IAEXPAU_iobuf@@W4_Initfl@23@@Z@4HA,"int `protected: void __thiscall std::basic_filebuf<wchar_t,struct std::char_traits<wchar_t> >::_Init(struct _iobuf *,enum std::basic_filebuf<wchar_t,struct std::char_traits<wchar_t> >::_Initfl)'::`2'::_Stinit"
?_Sync@ios_base@std@@0_NA,private: static bool std::ios_base::_Sync
?_Sync_func@ios_base@std@@CAAA_NXZ,private: static bool & __cdecl std::ios_base::_Sync_func(void)
?_Throw@std@@YAXABVexception@stdext@@@Z,void __cdecl std::_Throw(class stdext::exception const &)
?_Tidy@?$_Mpunct@D@std@@AAEXXZ,private: void __thiscall std::_Mpunct<char>::_Tidy(void)
?_Tidy@?$_Mpunct@G@std@@AAEXXZ,private: void __thiscall std::_Mpunct<unsigned short>::_Tidy(void)
?_Tidy@?$_Mpunct@_W@std@@AAEXXZ,private: void __thiscall std::_Mpunct<wchar_t>::_Tidy(void)
?_Tidy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@IAEX_NI@Z,"protected: void __thiscall std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool,unsigned int)"
?_Tidy@?$basic_string@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@IAEX_NI@Z,"protected: void __thiscall std::basic_string<unsigned short,struct std::char_traits<unsigned short>,class std::allocator<unsigned short> >::_Tidy(bool,unsigned int)"
?_Tidy@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@IAEX_NI@Z,"protected: void __thiscall std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> >::_Tidy(bool,unsigned int)"
?_Tidy@?$basic_stringbuf@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@IAEXXZ,"protected: void __thiscall std::basic_stringbuf<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(void)"
?_Tidy@?$basic_stringbuf@GU?$char_traits@G@std@@V?$allocator@G@2@@std@@IAEXXZ,"protected: void __thiscall std::basic_stringbuf<unsigned short,struct std::char_traits<unsigned short>,class std::allocator<unsigned short> >::_Tidy(void)"
?_Tidy@?$basic_stringbuf@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@IAEXXZ,"protected: void __thiscall std::basic_stringbuf<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> >::_Tidy(void)"
?_Tidy@?$ctype@D@std@@IAEXXZ,protected: void __thiscall std::ctype<char>::_Tidy(void)
?_Tidy@?$numpunct@D@std@@AAEXXZ,private: void __thiscall std::numpunct<char>::_Tidy(void)
?_Tidy@?$numpunct@G@std@@AAEXXZ,private: void __thiscall std::numpunct<unsigned short>::_Tidy(void)
?_Tidy@?$numpunct@_W@std@@AAEXXZ,private: void __thiscall std::numpunct<wchar_t>::_Tidy(void)
?_Tidy@?$time_get@DV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@AAEXXZ,"private: void __thiscall std::time_get<char,class std::istreambuf_iterator<char,struct std::char_traits<char> > >::_Tidy(void)"
?_Tidy@?$time_get@GV?$istreambuf_iterator@GU?$char_traits@G@std@@@std@@@std@@AAEXXZ,"private: void __thiscall std::time_get<unsigned short,class std::istreambuf_iterator<unsigned short,struct std::char_traits<unsigned short> > >::_Tidy(void)"
?_Tidy@?$time_get@_WV?$istreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@AAEXXZ,"private: void __thiscall std::time_get<wchar_t,class std::istreambuf_iterator<wchar_t,struct std::char_traits<wchar_t> > >::_Tidy(void)"
?_Tidy@ios_base@std@@AAAXXZ,private: void __cdecl std::ios_base::_Tidy(void)
?_Tidy@strstreambuf@std@@IAEXXZ,protected: void __thiscall std::strstreambuf::_Tidy(void)
?_Unlock@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEXXZ,"public: void __thiscall std::basic_streambuf<char,struct std::char_traits<char> >::_Unlock(void)"
?_Unlock@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QAEXXZ,"public: void __thiscall std::basic_streambuf<unsigned short,struct std::char_traits<unsigned short> >::_Unlock(void)"
?_Unlock@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QAEXXZ,"public: void __thiscall std::basic_streambuf<wchar_t,struct std::char_traits<wchar_t> >::_Unlock(void)"
?_Unlock@_Mutex@std@@QAEXXZ,public: void __thiscall std::_Mutex::_Unlock(void)
?_Wcerr_func@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@1@XZ,"class std::basic_ostream<unsigned short,struct std::char_traits<unsigned short> > & __cdecl std::_Wcerr_func(void)"
?_Wcerr_func@std@@YAAAV?$basic_ostream@_WU?$char_traits@_W@std@@@1@XZ,"class std::basic_ostream<wchar_t,struct std::char_traits<wchar_t> > & __cdecl std::_Wcerr_func(void)"
?_Wcin_func@std@@YAAAV?$basic_istream@GU?$char_traits@G@std@@@1@XZ,"class std::basic_istream<unsigned short,struct std::char_traits<unsigned short> > & __cdecl std::_Wcin_func(void)"
?_Wcin_func@std@@YAAAV?$basic_istream@_WU?$char_traits@_W@std@@@1@XZ,"class std::basic_istream<wchar_t,struct std::char_traits<wchar_t> > & __cdecl std::_Wcin_func(void)"
?_Wclog_func@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@1@XZ,"class std::basic_ostream<unsigned short,struct std::char_traits<unsigned short> > & __cdecl std::_Wclog_func(void)"
?_Wclog_func@std@@YAAAV?$basic_ostream@_WU?$char_traits@_W@std@@@1@XZ,"class std::basic_ostream<wchar_t,struct std::char_traits<wchar_t> > & __cdecl std::_Wclog_func(void)"
?_Wcout_func@std@@YAAAV?$basic_ostream@GU?$char_traits@G@std@@@1@XZ,"class std::basic_ostream<unsigned short,struct std::char_traits<unsigned short> > & __cdecl std::_Wcout_func(void)"
?_Wcout_func@std@@YAAAV?$basic_ostream@_WU?$char_traits@_W@std@@@1@XZ,"class std::basic_ostream<wchar_t,struct std::char_traits<wchar_t> > & __cdecl std::_Wcout_func(void)"
?_Widen_s@?$ctype@D@std@@QBEPBDPBD0PADI@Z,"public: char const * __thiscall std::ctype<char>::_Widen_s(char const *,char const *,char *,unsigned int)const "
?_Widen_s@?$ctype@G@std@@QBEPBDPBD0PAGI@Z,"public: char const * __thiscall std::ctype<unsigned short>::_Widen_s(char const *,char const *,unsigned short *,unsigned int)const "
?_Widen_s@?$ctype@_W@std@@QBEPBDPBD0PA_WI@Z,"public: char const * __thiscall std::ctype<wchar_t>::_Widen_s(char const *,char const *,wchar_t *,unsigned int)const "
?_XLgamma@tr1@std@@YAMM@Z,float __cdecl std::tr1::_XLgamma(float)
?_XLgamma@tr1@std@@YANN@Z,double __cdecl std::tr1::_XLgamma(double)
?_XLgamma@tr1@std@@YAOO@Z,long double __cdecl std::tr1::_XLgamma(long double)
?_Xbad@tr1@std@@YAXW4error_type@regex_constants@12@@Z,void __cdecl std::tr1::_Xbad(enum std::tr1::regex_constants::error_type)
?_Xfsopen@std@@YAPAU_iobuf@@PB_W0H@Z,"struct _iobuf * __cdecl std::_Xfsopen(wchar_t const *,wchar_t const *,int)"
?_Xfunc@tr1@std@@YAXXZ,void __cdecl std::tr1::_Xfunc(void)
?_Xinvalid@tr1@std@@YAXPBD@Z,void __cdecl std::tr1::_Xinvalid(char const *)
?_Xinvarg@_String_base@std@@SAXXZ,public: static void __cdecl std::_String_base::_Xinvarg(void)
?_Xlen@_String_base@std@@SAXXZ,public: static void __cdecl std::_String_base::_Xlen(void)
?_Xmem@tr1@std@@YAXXZ,void __cdecl std::tr1::_Xmem(void)
?_Xoutrange@tr1@std@@YAXXZ,void __cdecl std::tr1::_Xoutrange(void)
?_Xran@_String_base@std@@SAXXZ,public: static void __cdecl std::_String_base::_Xran(void)
?_Xran@ctype_base@std@@KAXXZ,protected: static void __cdecl std::ctype_base::_Xran(void)
?_Xsgetn_s@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MAEHPADIH@Z,"protected: virtual int __thiscall std::basic_streambuf<char,struct std::char_traits<char> >::_Xsgetn_s(char *,unsigned int,int)"
?_Xsgetn_s@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MAEHPAGIH@Z,"protected: virtual int __thiscall std::basic_streambuf<unsigned short,struct std::char_traits<unsigned short> >::_Xsgetn_s(unsigned short *,unsigned int,int)"
?_Xsgetn_s@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MAEHPA_WIH@Z,"protected: virtual int __thiscall std::basic_streambuf<wchar_t,struct std::char_traits<wchar_t> >::_Xsgetn_s(wchar_t *,unsigned int,int)"
?_Xweak@tr1@std@@YAXXZ,void __cdecl std::tr1::_Xweak(void)
?address@?$allocator@D@std@@QBEPADAAD@Z,public: char * __thiscall std::allocator<char>::address(char &)const 
?address@?$allocator@D@std@@QBEPBDABD@Z,public: char const * __thiscall std::allocator<char>::address(char const &)const 
?address@?$allocator@G@std@@QBEPAGAAG@Z,public: unsigned short * __thiscall std::allocator<unsigned short>::address(unsigned short &)const 
?address@?$allocator@G@std@@QBEPBGABG@Z,public: unsigned short const * __thiscall std::allocator<unsigned short>::address(unsigned short const &)const 
?address@?$allocator@_W@std@@QBEPA_WAA_W@Z,public: wchar_t * __thiscall std::allocator<wchar_t>::address(wchar_t &)const 
?address@?$allocator@_W@std@@QBEPB_WAB_W@Z,public: wchar_t const * __thiscall std::allocator<wchar_t>::address(wchar_t const &)const 
?allocate@?$allocator@D@std@@QAEPADI@Z,public: char * __thiscall std::allocator<char>::allocate(unsigned int)
?allocate@?$allocator@D@std@@QAEPADIPBX@Z,"public: char * __thiscall std::allocator<char>::allocate(unsigned int,void const *)"
